GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
1400000US42101033800,42101033800,"Census Tract 338, Philadelphia County, Pennsylvania",6263,672,582,289,410,323,5271,795,4578,632,305,226,395,324,3878,695,374,180,91,81,0,14,283,165,152,126,28,44,0,14,124,116,1159,285,158,94,15,24,986,279
1400000US42101033900,42101033900,"Census Tract 339, Philadelphia County, Pennsylvania",3483,404,778,375,357,283,2348,256,2916,402,498,295,331,284,2087,273,166,97,91,82,8,13,67,37,32,47,32,47,0,10,0,10,369,182,157,149,18,36,194,100
1400000US42101034000,42101034000,"Census Tract 340, Philadelphia County, Pennsylvania",2873,220,229,203,522,308,2122,328,2257,233,223,204,299,193,1735,297,126,80,0,10,20,20,106,77,112,87,3,7,59,76,50,42,378,137,3,7,144,113,231,94
1400000US42101034100,42101034100,"Census Tract 341, Philadelphia County, Pennsylvania",6038,511,671,380,372,242,4995,606,5190,547,653,376,211,166,4326,603,292,170,18,27,48,76,226,157,0,14,0,14,0,14,0,14,556,250,0,14,113,112,443,217
1400000US42101034200,42101034200,"Census Tract 342, Philadelphia County, Pennsylvania",3436,236,320,147,330,235,2786,255,2522,212,186,90,205,145,2131,247,449,199,134,130,9,14,306,125,33,35,0,10,0,10,33,35,432,208,0,10,116,163,316,146
1400000US42101034400,42101034400,"Census Tract 344, Philadelphia County, Pennsylvania",7458,511,232,139,275,135,6951,510,5637,498,186,115,180,102,5271,494,355,155,16,29,0,14,339,151,117,98,0,14,10,19,107,94,1349,269,30,35,85,80,1234,255
1400000US42101034501,42101034501,"Census Tract 345.01, Philadelphia County, Pennsylvania",3804,586,1120,628,269,118,2415,357,1883,525,646,514,171,82,1066,245,255,120,60,58,50,52,145,88,64,50,7,12,17,24,40,37,1602,294,407,152,31,36,1164,298
1400000US42101034502,42101034502,"Census Tract 345.02, Philadelphia County, Pennsylvania",4771,546,520,252,732,464,3519,600,2108,464,246,160,271,183,1591,457,511,347,26,33,67,91,418,328,146,127,0,10,0,10,146,127,2006,517,248,166,394,382,1364,494
1400000US42101034600,42101034600,"Census Tract 346, Philadelphia County, Pennsylvania",2679,302,451,203,438,182,1790,384,1658,339,295,149,219,145,1144,288,311,129,64,72,59,57,188,108,95,61,0,10,31,29,64,47,615,171,92,59,129,104,394,178
1400000US42101034701,42101034701,"Census Tract 347.01, Philadelphia County, Pennsylvania",6515,655,862,455,607,527,5046,596,4848,662,601,373,489,508,3758,523,385,175,54,62,81,107,250,131,282,237,46,64,0,14,236,193,1000,325,161,132,37,75,802,307
1400000US42101034702,42101034702,"Census Tract 347.02, Philadelphia County, Pennsylvania",3945,269,48,35,204,108,3693,300,3053,228,26,26,165,95,2862,236,209,105,9,14,8,20,192,104,47,56,0,10,0,10,47,56,636,245,13,20,31,30,592,249
1400000US42101034801,42101034801,"Census Tract 348.01, Philadelphia County, Pennsylvania",4162,268,495,221,268,180,3399,374,3740,275,415,208,260,178,3065,358,232,94,30,36,8,13,194,87,8,13,8,13,0,10,0,10,182,85,42,45,0,10,140,77
1400000US42101034802,42101034802,"Census Tract 348.02, Philadelphia County, Pennsylvania",5336,491,862,386,713,457,3761,602,4294,482,626,346,566,351,3102,485,322,141,136,133,26,42,160,98,144,154,0,14,0,14,144,154,576,327,100,97,121,184,355,226
1400000US42101034803,42101034803,"Census Tract 348.03, Philadelphia County, Pennsylvania",4422,397,250,113,270,174,3902,384,3606,339,237,113,247,165,3122,320,125,59,5,10,3,7,117,58,35,52,0,10,0,10,35,52,656,258,8,13,20,30,628,253
1400000US42101034900,42101034900,"Census Tract 349, Philadelphia County, Pennsylvania",5508,779,931,512,517,239,4060,578,4185,616,618,369,421,178,3146,538,500,306,211,185,11,17,278,215,23,41,0,14,0,14,23,41,800,348,102,71,85,97,613,345
1400000US42101035100,42101035100,"Census Tract 351, Philadelphia County, Pennsylvania",3578,321,247,115,395,190,2936,297,3093,349,247,115,347,185,2499,318,409,145,0,10,14,22,395,141,14,29,0,10,0,10,14,29,62,93,0,10,34,88,28,32
1400000US42101035200,42101035200,"Census Tract 352, Philadelphia County, Pennsylvania",4087,318,272,163,347,218,3468,319,3216,288,179,144,171,132,2866,300,413,157,62,53,76,101,275,107,19,20,11,17,8,12,0,10,439,233,20,27,92,78,327,211
1400000US42101035301,42101035301,"Census Tract 353.01, Philadelphia County, Pennsylvania",5371,363,633,357,120,79,4618,389,4645,368,497,324,90,66,4058,399,372,171,70,66,0,14,302,118,44,36,15,23,0,14,29,27,310,121,51,51,30,48,229,108
1400000US42101035302,42101035302,"Census Tract 353.02, Philadelphia County, Pennsylvania",4453,259,450,158,223,126,3780,333,3835,284,406,146,223,126,3206,344,389,122,44,44,0,10,345,117,18,14,0,10,0,10,18,14,211,126,0,10,0,10,211,126
1400000US42101035500,42101035500,"Census Tract 355, Philadelphia County, Pennsylvania",7063,461,1065,338,591,301,5407,581,4208,479,464,186,352,218,3392,488,342,133,1,3,31,41,310,136,112,106,52,79,42,55,18,30,2401,508,548,267,166,142,1687,443
1400000US42101035601,42101035601,"Census Tract 356.01, Philadelphia County, Pennsylvania",5640,592,364,135,294,186,4982,651,3624,479,157,68,170,117,3297,469,222,115,16,22,12,21,194,109,103,94,0,14,0,14,103,94,1691,436,191,119,112,130,1388,445
1400000US42101035602,42101035602,"Census Tract 356.02, Philadelphia County, Pennsylvania",3165,303,214,141,201,151,2750,325,2070,276,139,118,135,102,1796,276,280,111,0,10,0,10,280,111,36,31,0,10,14,21,22,24,779,184,75,84,52,50,652,164
1400000US42101035701,42101035701,"Census Tract 357.01, Philadelphia County, Pennsylvania",4490,411,1074,324,649,235,2767,442,1396,287,277,138,220,141,899,197,277,109,93,86,35,34,149,76,53,52,10,16,0,10,43,50,2764,398,694,268,394,189,1676,363
1400000US42101035702,42101035702,"Census Tract 357.02, Philadelphia County, Pennsylvania",4206,396,650,185,638,272,2918,395,1771,339,232,141,181,84,1358,319,272,136,18,24,27,37,227,129,37,29,0,10,0,10,37,29,2126,309,400,153,430,222,1296,289
1400000US42101035800,42101035800,"Census Tract 358, Philadelphia County, Pennsylvania",6996,726,774,437,241,136,5981,908,4054,552,299,198,82,66,3673,556,438,307,28,44,0,14,410,306,60,54,48,50,12,18,0,14,2444,548,399,267,147,106,1898,638
1400000US42101035900,42101035900,"Census Tract 359, Philadelphia County, Pennsylvania",5150,330,679,190,394,229,4077,361,2922,296,113,71,201,123,2608,301,289,148,0,14,0,14,289,148,26,31,0,14,15,24,11,18,1913,447,566,184,178,143,1169,351
1400000US42101036000,42101036000,"Census Tract 360, Philadelphia County, Pennsylvania",2773,302,326,150,196,98,2251,345,1550,271,211,133,153,84,1186,272,198,94,39,37,8,12,151,87,23,21,0,10,0,10,23,21,1002,283,76,57,35,27,891,287
1400000US42101036100,42101036100,"Census Tract 361, Philadelphia County, Pennsylvania",3925,410,555,328,244,185,3126,373,3351,405,456,285,230,182,2665,335,142,75,0,10,7,11,135,74,93,78,54,69,0,10,39,34,339,268,45,72,7,11,287,259
1400000US42101036201,42101036201,"Census Tract 362.01, Philadelphia County, Pennsylvania",4990,420,175,100,374,180,4441,429,4387,449,162,97,342,157,3883,436,280,85,7,8,32,36,241,84,12,18,0,14,0,14,12,18,311,162,6,10,0,14,305,162
1400000US42101036202,42101036202,"Census Tract 362.02, Philadelphia County, Pennsylvania",6120,486,612,258,359,248,5149,471,5074,506,351,187,270,195,4453,491,358,186,33,62,31,49,294,170,128,127,88,120,0,14,40,43,560,263,140,142,58,73,362,177
1400000US42101036203,42101036203,"Census Tract 362.03, Philadelphia County, Pennsylvania",5492,333,337,250,228,162,4927,236,4737,372,273,219,228,162,4236,294,434,195,10,15,0,14,424,192,48,45,0,14,0,14,48,45,273,126,54,88,0,14,219,120
1400000US42101036301,42101036301,"Census Tract 363.01, Philadelphia County, Pennsylvania",3370,282,247,127,220,206,2903,391,2708,307,222,123,64,60,2422,329,99,63,0,10,0,10,99,63,23,23,9,14,0,10,14,15,540,139,16,17,156,170,368,163
1400000US42101036302,42101036302,"Census Tract 363.02, Philadelphia County, Pennsylvania",3597,488,502,391,266,135,2829,472,2940,417,299,184,227,113,2414,446,250,75,17,22,12,16,221,79,50,51,0,10,0,10,50,51,357,248,186,231,27,42,144,96
1400000US42101036303,42101036303,"Census Tract 363.03, Philadelphia County, Pennsylvania",6212,444,336,200,502,426,5374,602,5518,424,251,122,424,382,4843,567,309,157,2,4,78,60,229,147,19,28,0,14,0,14,19,28,366,157,83,97,0,14,283,128
1400000US42101036400,42101036400,"Census Tract 364, Philadelphia County, Pennsylvania",600,215,297,169,44,63,259,66,427,206,227,164,30,60,170,63,99,55,44,35,6,13,49,31,21,27,13,20,8,18,0,10,53,27,13,15,0,10,40,26
1400000US42101036501,42101036501,"Census Tract 365.01, Philadelphia County, Pennsylvania",5130,528,628,313,295,172,4207,599,3951,498,393,208,149,116,3409,527,344,130,33,45,44,52,267,112,73,82,46,69,0,14,27,46,762,213,156,122,102,106,504,185
1400000US42101036502,42101036502,"Census Tract 365.02, Philadelphia County, Pennsylvania",4288,251,381,212,119,68,3788,357,3772,309,278,138,89,58,3405,366,212,81,8,12,0,10,204,82,0,10,0,10,0,10,0,10,304,166,95,96,30,36,179,121
1400000US42101036600,42101036600,"Census Tract 366, Philadelphia County, Pennsylvania",1843,237,92,69,22,41,1729,242,997,197,43,42,0,10,954,195,544,137,18,19,0,10,526,136,23,29,0,10,0,10,23,29,279,121,31,36,22,41,226,116
1400000US42101036700,42101036700,"Census Tract 367, Philadelphia County, Pennsylvania",2747,250,136,75,185,124,2426,267,1281,232,30,28,157,112,1094,217,1253,187,89,54,8,14,1156,176,32,32,17,26,2,9,13,16,181,56,0,10,18,19,163,52
1400000US42101036900,42101036900,"Census Tract 369, Philadelphia County, Pennsylvania",1249,214,446,169,29,25,774,185,369,147,90,83,14,15,265,125,455,132,155,65,15,13,285,116,44,34,10,14,0,14,34,31,381,131,191,122,0,14,190,55
1400000US42101037200,42101037200,"Census Tract 372, Philadelphia County, Pennsylvania",4564,395,731,255,426,157,3407,446,3228,321,528,201,328,151,2372,270,414,165,53,45,52,52,309,124,10,16,0,10,0,10,10,16,912,245,150,98,46,40,716,289
1400000US42101037300,42101037300,"Census Tract 373, Philadelphia County, Pennsylvania",5430,410,238,110,195,109,4997,433,4130,444,140,81,146,78,3844,463,587,187,33,42,21,35,533,183,84,65,9,23,0,14,75,59,629,226,56,64,28,33,545,216
1400000US42101037500,42101037500,"Census Tract 375, Philadelphia County, Pennsylvania",3893,438,1096,422,268,148,2529,311,2488,432,519,339,96,68,1873,279,851,227,336,178,130,81,385,121,50,59,50,59,0,10,0,10,504,175,191,148,42,47,271,154
1400000US42101037600,42101037600,"Census Tract 376, Philadelphia County, Pennsylvania",2754,390,1036,315,183,105,1535,378,1233,270,614,231,126,97,493,175,712,152,251,87,41,37,420,103,49,35,29,26,0,10,20,24,760,325,142,136,16,18,602,306
1400000US42101037700,42101037700,"Census Tract 377, Philadelphia County, Pennsylvania",3504,528,1593,510,485,260,1426,387,2761,487,1220,467,407,247,1134,360,359,118,168,82,19,31,172,70,258,106,106,78,59,44,93,94,126,112,99,104,0,14,27,38
1400000US42101037800,42101037800,"Census Tract 378, Philadelphia County, Pennsylvania",2242,277,576,242,148,108,1518,263,1790,264,506,229,118,101,1166,230,271,99,54,59,0,10,217,85,23,29,0,10,0,10,23,29,158,82,16,27,30,41,112,74
1400000US42101037900,42101037900,"Census Tract 379, Philadelphia County, Pennsylvania",5308,475,699,355,1032,387,3577,477,3975,494,409,240,700,295,2866,419,252,128,62,77,0,14,190,106,19,31,0,14,0,14,19,31,1062,395,228,186,332,224,502,300
1400000US42101038000,42101038000,"Census Tract 380, Philadelphia County, Pennsylvania",2205,209,583,180,337,122,1285,198,1816,220,494,181,276,117,1046,204,108,44,18,21,27,23,63,29,80,51,41,36,7,10,32,32,201,101,30,37,27,22,144,92
1400000US42101038100,42101038100,"Census Tract 381, Philadelphia County, Pennsylvania",920,193,306,142,211,128,403,166,776,178,259,139,199,127,318,142,89,48,31,31,0,10,58,36,6,9,6,9,0,10,0,10,49,35,10,10,12,19,27,28
1400000US42101038200,42101038200,"Census Tract 382, Philadelphia County, Pennsylvania",2531,318,735,237,404,158,1392,268,1861,273,616,211,279,110,966,245,250,109,80,44,40,35,130,91,152,95,26,28,60,69,66,62,268,123,13,20,25,23,230,118
1400000US42101038300,42101038300,"Census Tract 383, Philadelphia County, Pennsylvania",3636,524,2084,575,384,175,1168,444,2021,438,1183,441,205,133,633,248,270,161,208,152,50,46,12,20,820,273,336,173,119,91,365,243,525,265,357,240,10,15,158,116
1400000US42101038400,42101038400,"Census Tract 384, Philadelphia County, Pennsylvania",2527,176,190,101,112,74,2225,171,2077,188,108,92,112,74,1857,170,295,86,71,53,0,10,224,71,38,29,6,8,0,10,32,28,117,63,5,8,0,10,112,62
1400000US42101038500,42101038500,"Census Tract 385, Philadelphia County, Pennsylvania",1861,144,134,83,76,45,1651,114,1091,155,70,67,30,31,991,120,592,108,43,27,31,30,518,100,11,8,6,8,5,7,0,10,167,57,15,22,10,10,142,53
1400000US42101038600,42101038600,"Census Tract 386, Philadelphia County, Pennsylvania",1366,74,76,48,64,51,1226,81,717,93,34,22,37,33,646,98,521,78,30,26,14,13,477,76,41,36,0,10,0,10,41,36,87,43,12,19,13,20,62,30
1400000US42101038700,42101038700,"Census Tract 387, Philadelphia County, Pennsylvania",1717,142,119,67,29,28,1569,162,1078,127,103,57,24,27,951,143,509,94,16,19,0,10,493,94,19,15,0,10,0,10,19,15,111,46,0,10,5,7,106,45
1400000US42101038800,42101038800,"Census Tract 388, Philadelphia County, Pennsylvania",3751,323,326,128,107,98,3318,317,2154,304,144,77,84,88,1926,299,1220,220,103,73,23,22,1094,186,44,42,0,10,0,10,44,42,333,131,79,87,0,10,254,102
1400000US42101038900,42101038900,"Census Tract 389, Philadelphia County, Pennsylvania",3221,380,868,318,424,204,1929,209,2288,373,709,312,327,175,1252,193,735,175,105,98,44,40,586,139,23,25,23,25,0,10,0,10,175,88,31,26,53,66,91,80
1400000US42101039000,42101039000,"Census Tract 390, Philadelphia County, Pennsylvania",8154,806,3127,949,1335,575,3692,719,5544,760,1938,715,1026,511,2580,710,862,274,333,215,72,61,457,161,489,295,253,245,75,79,161,114,1259,531,603,397,162,174,494,207
1400000US42101980000,42101980000,"Census Tract 9800, Philadelphia County, Pennsylvania",181,73,7,9,8,5,166,72,139,75,0,10,4,5,135,75,42,22,7,9,4,6,31,21,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42101980100,42101980100,"Census Tract 9801, Philadelphia County, Pennsylvania",80,34,10,14,0,10,70,27,54,28,10,14,0,10,44,24,17,16,0,10,0,10,17,16,0,10,0,10,0,10,0,10,9,9,0,10,0,10,9,9
1400000US42101980200,42101980200,"Census Tract 9802, Philadelphia County, Pennsylvania",178,41,17,26,8,20,153,46,152,40,17,26,8,20,127,42,19,19,0,10,0,10,19,19,3,5,0,10,0,10,3,5,4,5,0,10,0,10,4,5
1400000US42101980300,42101980300,"Census Tract 9803, Philadelphia County, Pennsylvania",0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42101980400,42101980400,"Census Tract 9804, Philadelphia County, Pennsylvania",0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42101980500,42101980500,"Census Tract 9805, Philadelphia County, Pennsylvania",0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42101980600,42101980600,"Census Tract 9806, Philadelphia County, Pennsylvania",0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42101980700,42101980700,"Census Tract 9807, Philadelphia County, Pennsylvania",0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42101980800,42101980800,"Census Tract 9808, Philadelphia County, Pennsylvania",0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42101980900,42101980900,"Census Tract 9809, Philadelphia County, Pennsylvania",4,6,0,10,0,10,4,6,0,10,0,10,0,10,0,10,4,6,0,10,0,10,4,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42101989100,42101989100,"Census Tract 9891, Philadelphia County, Pennsylvania",129,115,78,76,15,34,36,35,108,99,75,73,15,34,18,35,21,36,3,6,0,10,18,35,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
